time_ms,site,sensor,value,unit,temp_C,hum_pct,press_hPa
213142,1,MQ135_CO2,401.066,ppm,19.00,55.40,1018.56
213137,1,BME_TEMP,19.000,C,19.00,55.40,1018.56
213137,1,BME_HUM,55.397,%,19.00,55.40,1018.56
213137,1,BME_PRESS,1018.556,hPa,19.00,55.40,1018.56
215480,1,MQ4_CH4,0.047,ppm,19.00,55.41,1018.54
215480,1,MQ136_H2S,0.443,ppm,19.00,55.41,1018.54
215480,1,MQ8_H2,0.028,ppm,19.00,55.41,1018.54
215480,1,MQ135_CO2,401.014,ppm,19.00,55.41,1018.54
215476,1,BME_TEMP,19.000,C,19.00,55.41,1018.54
215476,1,BME_HUM,55.410,%,19.00,55.41,1018.54
215476,1,BME_PRESS,1018.538,hPa,19.00,55.41,1018.54
217818,1,MQ4_CH4,0.043,ppm,19.00,55.41,1018.56
217818,1,MQ136_H2S,0.446,ppm,19.00,55.41,1018.56
217818,1,MQ8_H2,0.027,ppm,19.00,55.41,1018.56
217818,1,MQ135_CO2,400.986,ppm,19.00,55.41,1018.56
217814,1,BME_TEMP,19.000,C,19.00,55.41,1018.56
217814,1,BME_HUM,55.410,%,19.00,55.41,1018.56
217814,1,BME_PRESS,1018.556,hPa,19.00,55.41,1018.56
220156,1,MQ4_CH4,0.040,ppm,19.00,55.42,1018.57
220156,1,MQ136_H2S,0.451,ppm,19.00,55.42,1018.57
220156,1,MQ8_H2,0.026,ppm,19.00,55.42,1018.57
220156,1,MQ135_CO2,401.013,ppm,19.00,55.42,1018.57
220151,1,BME_TEMP,19.000,C,19.00,55.42,1018.57
220151,1,BME_HUM,55.420,%,19.00,55.42,1018.57
220151,1,BME_PRESS,1018.565,hPa,19.00,55.42,1018.57
222494,1,MQ4_CH4,0.040,ppm,19.00,55.52,1018.60
222494,1,MQ136_H2S,0.451,ppm,19.00,55.52,1018.60
222494,1,MQ8_H2,9.070,ppm,19.00,55.52,1018.60
222494,1,MQ135_CO2,401.012,ppm,19.00,55.52,1018.60
222489,1,BME_TEMP,19.000,C,19.00,55.52,1018.60
222489,1,BME_HUM,55.521,%,19.00,55.52,1018.60
222489,1,BME_PRESS,1018.599,hPa,19.00,55.52,1018.60
224831,1,MQ4_CH4,0.681,ppm,18.99,55.58,1018.59
224831,1,MQ136_H2S,0.451,ppm,18.99,55.58,1018.59
224831,1,MQ8_H2,8.477,ppm,18.99,55.58,1018.59
224831,1,MQ135_CO2,401.012,ppm,18.99,55.58,1018.59
224827,1,BME_TEMP,18.990,C,18.99,55.58,1018.59
224827,1,BME_HUM,55.576,%,18.99,55.58,1018.59
224827,1,BME_PRESS,1018.591,hPa,18.99,55.58,1018.59
227170,1,MQ4_CH4,0.638,ppm,19.00,55.72,1018.54
227170,1,MQ136_H2S,0.451,ppm,19.00,55.72,1018.54
227170,1,MQ8_H2,7.686,ppm,19.00,55.72,1018.54
227170,1,MQ135_CO2,401.010,ppm,19.00,55.72,1018.54
227165,1,BME_TEMP,19.000,C,19.00,55.72,1018.54
227165,1,BME_HUM,55.722,%,19.00,55.72,1018.54
227165,1,BME_PRESS,1018.537,hPa,19.00,55.72,1018.54
229508,1,MQ4_CH4,0.580,ppm,19.00,55.77,1018.59
229508,1,MQ136_H2S,0.619,ppm,19.00,55.77,1018.59
229508,1,MQ8_H2,6.924,ppm,19.00,55.77,1018.59
229508,1,MQ135_CO2,401.010,ppm,19.00,55.77,1018.59
229502,1,BME_TEMP,19.000,C,19.00,55.77,1018.59
229502,1,BME_HUM,55.766,%,19.00,55.77,1018.59
229502,1,BME_PRESS,1018.591,hPa,19.00,55.77,1018.59
231845,1,MQ4_CH4,0.523,ppm,19.01,55.68,1018.54
231845,1,MQ136_H2S,0.598,ppm,19.01,55.68,1018.54
231845,1,MQ8_H2,6.233,ppm,19.01,55.68,1018.54
231845,1,MQ135_CO2,401.078,ppm,19.01,55.68,1018.54
231840,1,BME_TEMP,19.010,C,19.01,55.68,1018.54
231840,1,BME_HUM,55.677,%,19.01,55.68,1018.54
231840,1,BME_PRESS,1018.544,hPa,19.01,55.68,1018.54
234183,1,MQ4_CH4,0.472,ppm,19.00,55.62,1018.56
234183,1,MQ136_H2S,0.588,ppm,19.00,55.62,1018.56
234183,1,MQ8_H2,5.612,ppm,19.00,55.62,1018.56
234183,1,MQ135_CO2,401.182,ppm,19.00,55.62,1018.56
234178,1,BME_TEMP,19.000,C,19.00,55.62,1018.56
234178,1,BME_HUM,55.621,%,19.00,55.62,1018.56
234178,1,BME_PRESS,1018.557,hPa,19.00,55.62,1018.56
236521,1,MQ4_CH4,0.426,ppm,19.00,55.62,1018.54
236521,1,MQ136_H2S,0.570,ppm,19.00,55.62,1018.54
236521,1,MQ8_H2,5.053,ppm,19.00,55.62,1018.54
236521,1,MQ135_CO2,401.150,ppm,19.00,55.62,1018.54
236517,1,BME_TEMP,19.000,C,19.00,55.62,1018.54
236517,1,BME_HUM,55.621,%,19.00,55.62,1018.54
236517,1,BME_PRESS,1018.541,hPa,19.00,55.62,1018.54
238859,1,MQ4_CH4,0.385,ppm,19.01,55.60,1018.58
238859,1,MQ136_H2S,0.557,ppm,19.01,55.60,1018.58
238859,1,MQ8_H2,4.550,ppm,19.01,55.60,1018.58
